fecha,area,entidad,devengado
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sena,1186732.6300000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Shinahota,1064187.3399999999
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sica Sica (Villa Aroma),767227.9000000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sicaya,187094.14
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sipe Sipe,2531309.2399999998
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sopachuy,331897.29
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Soracachi,1203670.69
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sorata,1519045.8900000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Sucre,21052441.57
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tacachi,21206.089999999997
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tacacoma,278348.97
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tacobamba,685510.5499999999
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tacopaya,589263.75
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tahua,97629.36
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tapacari,1533579.4400000002
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tarabuco,599349.69
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tarata,358912.67000000004
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tarija,15227254.9
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tarvita (Villa Orías),316710.87
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Teoponte,1661178.97
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tiahuanacu,577091.15
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tinguipaya,823990.29
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tipuani,337325.0
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tiquipaya,5262068.91
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tiraque,604221.3400000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tito Yupanqui,55618.0
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Toco,338267.28
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Todos Santos,59347.42
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tolata,344843.35
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Toledo,545210.73
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tomave,247539.09
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tomina,445217.44
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Toro Toro,235327.74999999994
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Totora,749783.3
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Totora,1017065.2899999999
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Trigal,117519.78
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Trinidad,3746774.11
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Tupiza,2938270.2800000003
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Turco,466234.99000000005
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Umala,219207.33000000002
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Uncía,525470.63
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Uriondo (Concepción),703415.36
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Urmiri,55049.06000000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Urubicha,587011.32
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Uyuni,2030964.16
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Vacas,160366.18
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Vallegrande,606452.4600000002
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Viacha,6132798.039999999
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Vila Vila,194431.93
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Alcalá,47497.82000000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Azurduy,757746.38
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Charcas,931168.2
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Libertad Licoma,344194.52
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Mojocoya,515869.05999999994
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),158837.61
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Rivero,305071.32999999996
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Serrano,903414.07
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Tunari,4592635.350000001
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Vaca Guzmán,872478.2899999999
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villa Zudañez (Tacopaya),1210209.58
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villamontes,2330601.17
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Villazón,3219323.09
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Vinto,2631903.5400000005
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Vitichi,393684.22000000003
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Waldo Ballivián,397603.02999999997
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Warnes,14184353.650000002
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yaco,192431.95000000007
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yacuiba,4164161.9499999997
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yamparáez,1410580.31
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yanacachi,249557.67000000004
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yapacaní,3122892.4800000004
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yocalla,231281.55
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yotala,1033721.39
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yunchara,187892.42
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Municipal de Yunguyo de Litoral,227955.78
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Autónomo Regional del Gran Chaco,8609352.78
2026-08-28,ADMINISTRACION TERRITORIAL,Gobierno Indígena Autónomo del Territorio Indígena Multiétnico,86943.0
2026-08-28,EMPRESAS PÚBLICAS,Administración Autónoma para Obras Sanitarias - Potosí,662716.0000000001
2026-08-28,EMPRESAS PÚBLICAS,Administración de Servicios Portuarios - Bolivia,7786491.039999997
2026-08-28,EMPRESAS PÚBLICAS,Agencia Boliviana Espacial,5219889.119999997
2026-08-28,EMPRESAS PÚBLICAS,Bolivia TV,2865633.5299999993
2026-08-28,EMPRESAS PÚBLICAS,Boliviana de Aviación,193793028.13999996
2026-08-28,EMPRESAS PÚBLICAS,Corporación de las Fuerzas Armadas p/ el Des. Nacional,2237061.0
2026-08-28,EMPRESAS PÚBLICAS,Depósitos Aduaneros Bolivianos,4908992.46
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA MUNICIPAL AUTONOMA DE AGUA POTABLE Y ALCANTARILLADO  DE YACUIBA,1450147.1199999999
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO VIACHA,198754.56
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA MUNICIPAL DE AREAS VERDES SUCRE,187634.68999999997
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA MUNICIPAL DE DISTRIBUCION DE ENERGIA ELECTRICA LLALLAGUA,160195.95000000004
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA MUNICIPAL FABRICA DE JOYAS,105490.99
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA PRESTADORA DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO ,55150.389999999985
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA PUBLICA MUNICIPAL DE SERVICIOS DE AGUA Y ALCANTARRILLADO SANITARIO DE COBIJA,536039.38
2026-08-28,EMPRESAS PÚBLICAS,EMPRESA PÚBLICA DEPARTAMENTAL FÁBRICA DE CALAMINAS Y CLAVOS POTOSI,43779.42999999999
2026-08-28,EMPRESAS PÚBLICAS,Empresa Azucarera San Buenaventura,2642030.66
2026-08-28,EMPRESAS PÚBLICAS,Empresa Boliviana de Alimentos y Derivados,9403191.889999999
2026-08-28,EMPRESAS PÚBLICAS,Empresa Boliviana de Industrializacion de Hidrocarburos,2210635.0200000005
2026-08-28,EMPRESAS PÚBLICAS,"Empresa Estatal de Transporte por Cable ""Mi teleférico""",9671648.830000004
2026-08-28,EMPRESAS PÚBLICAS,Empresa Estratégica Boliviana de Construcción y Conservación de Infraestructura Civil,579052.67
2026-08-28,EMPRESAS PÚBLICAS,Empresa Local de Agua Potable y Alcantarillado Sucre,9328035.139999997
2026-08-28,EMPRESAS PÚBLICAS,Empresa Misicuni,1608741.8799999997
2026-08-28,EMPRESAS PÚBLICAS,Empresa Municipal de Agua Potable y Alcantarillado Sacaba,533402.04
2026-08-28,EMPRESAS PÚBLICAS,Empresa Municipal de Areas Verdes y Recreación alternativa,10243365.21
2026-08-28,EMPRESAS PÚBLICAS,Empresa Municipal de Asfaltos y Vías,1619983.1199999996
2026-08-28,EMPRESAS PÚBLICAS,Empresa Municipal de Gestión de Residuos Sólidos,612307.1799999999
2026-08-28,EMPRESAS PÚBLICAS,Empresa Municipal de Servicio de Aseo ,9795061.0
2026-08-28,EMPRESAS PÚBLICAS,"Empresa Municipal de Áreas Verdes, Parques y Forestación",35718.84
2026-08-28,EMPRESAS PÚBLICAS,Empresa Nacional de Electricidad,7856381.600000003
2026-08-28,EMPRESAS PÚBLICAS,Empresa Nacional de Ferrocarriles - Residual,356451.26
2026-08-28,EMPRESAS PÚBLICAS,Empresa Naviera Boliviana,21530.56
2026-08-28,EMPRESAS PÚBLICAS,Empresa Púb. Deptal. Hotel Terminal-Terminal de Buses Oruro,363241.0000000001
2026-08-28,EMPRESAS PÚBLICAS,"Empresa Pública ""Editorial del Estado Plurinacional de Bolivia""",559582.1900000008
2026-08-28,EMPRESAS PÚBLICAS,"Empresa Pública ""QUIPUS""",331154.44
2026-08-28,EMPRESAS PÚBLICAS,Empresa Pública Nacional Estratégica de Yacimientos de Litio Bolivianos,19550602.83
2026-08-28,EMPRESAS PÚBLICAS,Empresa Pública Transporte Aéreo Militar ,4313420.32
2026-08-28,EMPRESAS PÚBLICAS,Empresa Pública YACANA,5389.009999999978
2026-08-28,EMPRESAS PÚBLICAS,Empresa Servicios Aéreos Bolivianos,7457.9
2026-08-28,EMPRESAS PÚBLICAS,Empresa Siderúrgica del Mutún,1794467.9300000002
2026-08-28,EMPRESAS PÚBLICAS,Empresa Tarijeña del Gas,269177.85
2026-08-28,EMPRESAS PÚBLICAS,Empresa de Apoyo a la Producción de Alimentos,10380233.33
2026-08-28,EMPRESAS PÚBLICAS,Gestora Pública de la Seguridad Social de Largo Plazo,111636125.51
2026-08-28,EMPRESAS PÚBLICAS,Servicio Autónomo Municipal de Agua Potable y Alcantarillado,128410.85000000005
2026-08-28,EMPRESAS PÚBLICAS,Servicio Local de Acueductos y Alcantarillado - Oruro,1133997.0999999996
2026-08-28,EMPRESAS PÚBLICAS,Servicio Municipal de Agua Potable y Alcantarillado,12329254.56
2026-08-28,EMPRESAS PÚBLICAS,Transportes Aéreos Bolivianos,3381024.2900000005
2026-08-28,EMPRESAS PÚBLICAS,Yacimientos Petrolíferos Fiscales Bolivianos,4303190279.809999
2026-08-28,INSTITUCIONES DE CONTROL Y DEFENSA DEL ESTADO,Contraloria General del Estado,6158110.080000001
2026-08-28,INSTITUCIONES DE CONTROL Y DEFENSA DEL ESTADO,Defensoria del Pueblo,2305848.34
2026-08-28,INSTITUCIONES DE CONTROL Y DEFENSA DEL ESTADO,Ministerio Público,20599906.37
2026-08-28,INSTITUCIONES DE CONTROL Y DEFENSA DEL ESTADO,Procuraduria General del Estado,1962656.2199999997
2026-08-28,INSTITUCIONES DE SEGURIDAD SOCIAL,Caja Bancaria Estatal de Salud,11539777.929999996
2026-08-28,INSTITUCIONES DE SEGURIDAD SOCIAL,Caja de Salud del Servicio Nal. de Caminos y Ramas Anexas,9781159.030000001
2026-08-28,INSTITUCIONES DE SEGURIDAD SOCIAL,Seguro Social Universitario de Sucre,2316369.2199999997
2026-08-28,INSTITUCIONES FINANCIERAS NO BANCARIAS,Fondo Nacional de Desarrollo Regional,93437611.64
2026-08-28,INSTITUCIONES FINANCIERAS NO BANCARIAS,Fondo Rotatorio de Fomento Productivo Regional,188653.74
2026-08-28,INSTITUCIONES FINANCIERAS NO BANCARIAS,Fondo de Desarrollo del Sist.Fin. y Apoyo al Sec.Productivo,422503.86999999994
2026-08-28,INSTITUCIONES FINANCIERAS NO BANCARIAS,Fondo de Financiamiento para la Minería,198249.7500000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Academia Nacional de Ciencias,76510.15999999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Administradora Boliviana de Carreteras,26490004.2
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Aduana Nacional,19973072.349999987
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,"Agencia Boliviana de Correos ""Correos de Bolivia""",647427.91
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia Boliviana de Energía Nuclear,3449839.15
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia Estatal de Vivienda,10375408.77
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia Nacional de Hidrocarburos,4826390.49
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia de Gobierno Electrónico y Tecnologías de Información y Comunicación,1879937.0000000002
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia de Infraestructura en Salud y Equipamiento Médico,1714644.93
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Agencia del Desarrollo del Cine y Audiovisual Bolivianos,74799.38
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad Jurisdiccional Administrativa Minera,2085016.8099999994
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad Plurinacional de la Madre Tierra,225295.62999999992
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fisc y Ctrol Soc de Agua Potable Saneam.Básico,694083.32
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalizac. y Control Soc de Bosques y Tierras,4023671.580000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalización de Electricidad y Tecnología Nuclear,1966948.12
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalización de Empresas,629595.9800000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalización del Juego,1065055.0499999996
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalización y Control de Cooperativas,158974.50999999998
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Fiscalización y Control de Pensiones y Seguros - APS,1773016.36
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Impugnación Tributaria,2436574.95
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes,2409869.209999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Supervisión de la Seguridad Social de Corto Plazo,1902951.5100000002
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Autoridad de Supervisión del Sistema Financiero,7032294.889999998
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Central de Abastecimiento y Suministros de Salud,680799.21
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Centro Internacional de la Quinua,237095.71999999997
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Centro de Investigación Agrícola Tropical,145446.87000000002
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Comité Ejecutivo de la Universidad Boliviana,706592.39
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Consejo Nacional de Vivienda Policial,14821427.199999997
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Conservatorio Plurinacional de Musica,383705.5200000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Despacho de Gestión Social de Su Excelencia,311388.22
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación  Chuquisaca,95780200.33
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Beni,74679134.08999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Cochabamba,256411937.85
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación La Paz,425291716.79
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Oruro,85096474.05000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Pando,24466811.590000007
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Potosí,149462336.68
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Santa Cruz,313637231.30999994
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Direc. Dptal. de Educación Tarija,83844740.02
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Dirección General de Aeronáutica Civil,4573452.769999998
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Dirección del Notariado Plurinacional,1034257.1299999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,"EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE RIBERALTA - ""EMAAR""",140443.1
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,EMPRESA PRESTADORA DE SERVICIOS DE AGUA Y ALCANTARILLADO (EPSA-COROICO),83178.59999999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD ASEO MUNICIPAL DE TARIJA,2157371.98
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD DESCENTRALIZADA MUNICIPAL DE CEMENTERIOS DE LA PAZ,669493.3799999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD DESCENTRALIZADA MUNICIPAL DE MAQUINARIA Y EQUIPO,410004.12999999995
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD DESCENTRALIZADA MUNICIPAL TERMINAL DE BUSES LA PAZ,692072.48
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD DESCENTRALIZADA TERMINAL METROPOLITANA EL ALTO,657213.36
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD DIRECCIÓN DE LA TERMINAL DE BUSES DE TARIJA,322998.4799999998
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD MATADERO FRIGORIFICO MUNICIPAL DE TARIJA,367821.78000000014
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD MUNICIPAL DE ASEO POTOSI,269642.1599999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD MUNICIPAL DE ASEO URBANO SUCRE,1735516.1900000004
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD OBRAS PUBLICAS MUNICIPALES DE TARIJA,1646322.54
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD ORDEN Y SEGURIDAD CIUDADANA MUNICIPAL DE TARIJA,1112967.18
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,ENTIDAD ORDENAMIENTO TERRITORIAL DE TARIJA,844238.3500000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Entidad Descentralizada UMMIPRE PROMAN,1152796.69
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Entidad Ejecutora de Medio Ambiente y Agua,12867471.51
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Entidad de Servicios Integrales de Acceso a la Justicia,623191.12
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Escuela Boliviana Intercultural de Danza ,219404.73
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Escuela Boliviana Intercultural de Música,27953.0
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Escuela Militar de Ingeniería,3033716.53
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Escuela de Gestión Pública Plurinacional,878949.2799999997
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Escuela de Jueces del Estado,545755.1300000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Fondo Nacional de Desarrollo Forestal,4495290.88
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Fondo Nacional de Inversión Productiva y Social,3568952.4499999997
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Fondo de Desarrollo Indigena,605398.4800000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Fundación Cultural del Banco Central de Bolivia,5139745.56
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Boliviano de la Ceguera,427905.23
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Gastroenterológico del Bicentenario - Hospital de Cuarto Nivel,434608.1799999998
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Nacional de Estadística,8310803.100000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Nacional de Innovación Agropecuaria y Forestal,2090431.7500000007
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Nacional de Reforma Agraria,3042536.5400000014
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Nacional de Salud Ocupacional,458714.1699999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto Plurinacional de Estudio de Lenguas y Culturas,181055.51999999987
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Instituto del Seguro Agrario,743011.9400000002
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Insumos Bolivia,1041282.3400000002
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Lotería Nacional de Beneficencia y Salubridad,508343.74000000034
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Museo Nacional de Historia Natural,99912.09
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Mutual de Servicios al Policía,13076816.899999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,NUEVA VIDA SANTA CRUZ,513946.82999999996
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Navegación Aérea y Aeropuertos Bolivianos ,19877494.96
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Observatorio Plurinacional de la Calidad Educativa,206363.16
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Oficina Técnica Nacional de los Ríos Pilcomayo y Bermejo,93835.86999999997
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,OficinaTécnica para el Fortalecimiento de la Empresa Pública,446711.5899999999
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Orquesta Sinfónica Nacional,316325.27
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Proyecto Sucre Ciudad Universitaria,95244.56
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Registro Único para la Administración Tributaria Municipal,3354174.6199999987
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,SERVICIO DE ENCAUZAMIENTO DE RIOS (SEARPI),409691.63000000006
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Serv. Nal. de Reg. y Control de la Comer. de Minerales y Metales,1068570.6399999992
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Serv. Nal. para la Sostenibilidad en Saneamiento Básico,24632.86
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Departamental de Riego - Chuquisaca,46767.14
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Departamental de Riego - Cochabamba,27876.45
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Departamental de Riego - La Paz,77054.88
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Departamental de Riego - Oruro,121601.04
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Departamental de Riego - Potosí,66438.78000000001
2026-08-28,INSTITUCIONES PÚBLICAS DESCENTRALIZADAS,Servicio Estatal de Autonomías,442334.29000000004
